time,symbol,tradeSize,tradePrice
13:55:35,STOCK_4154,1.0,24.45
13:55:35,STOCK_4154,1.0,24.4
13:55:35,STOCK_4154,1.0,24.4
13:55:35,STOCK_4154,-1.0,24.4
13:55:58,STOCK_3660,-4.0,0.9
13:56:32,STOCK_3660,5.0,0.9
13:56:32,STOCK_3660,-3.0,0.9
13:57:04,STOCK_3660,-4.0,0.85
13:57:54,STOCK_3439,-1.0,425.4
13:57:54,STOCK_3439,-1.0,427.35
13:57:56,STOCK_3439,1.0,427.65
13:57:56,STOCK_3439,1.0,425.5
13:57:58,STOCK_3439,-1.0,433.35
13:57:58,STOCK_3439,1.0,431.85
13:58:01,STOCK_4548,-4.0,10.05
13:58:03,STOCK_3439,1.0,432.05
13:58:03,STOCK_3439,1.0,431.75
13:58:15,STOCK_3439,-1.0,434.3
13:58:16,STOCK_3439,-1.0,435.55
13:58:24,STOCK_3177,1.0,336.75
13:58:24,STOCK_3177,1.0,336.4
13:59:31,STOCK_3660,-4.0,0.8
14:00:18,STOCK_4949,1.0,80.5
14:00:19,STOCK_4949,-1.0,79.0
14:00:19,STOCK_4949,-1.0,79.4
14:00:20,STOCK_4949,1.0,77.5
14:00:26,STOCK_4154,-1.0,32.3
14:00:26,STOCK_4154,-3.0,32.25
14:00:27,STOCK_4154,-3.0,33.1
14:00:27,STOCK_4154,-1.0,33.1
14:00:31,STOCK_4154,-1.0,35.05
14:00:31,STOCK_4154,-1.0,35.05
14:00:31,STOCK_4154,-1.0,35.1
14:00:31,STOCK_4154,1.0,35.1
14:00:38,STOCK_4949,1.0,81.1
14:00:38,STOCK_4949,1.0,82.2
14:00:39,STOCK_4949,1.0,80.8
14:00:41,STOCK_4949,-1.0,80.55
14:00:46,STOCK_4949,1.0,79.65
14:00:47,STOCK_4949,1.0,78.9
14:00:48,STOCK_4949,1.0,78.1
14:00:48,STOCK_4949,1.0,78.0
14:00:50,STOCK_4154,-1.0,34.75
14:00:50,STOCK_4154,-2.0,34.8
14:00:50,STOCK_4154,1.0,34.75
14:00:53,STOCK_4154,-2.0,33.55
14:00:53,STOCK_4154,2.0,33.55
14:00:56,STOCK_4154,-2.0,33.95
14:00:56,STOCK_4154,-2.0,33.95
14:01:01,STOCK_4154,-4.0,31.55
14:01:17,STOCK_3660,4.0,0.75
14:01:52,STOCK_4548,4.0,9.85
14:01:53,STOCK_4548,-3.0,9.55
14:01:53,STOCK_4548,1.0,9.55
14:01:56,STOCK_5226,4.0,20.5
14:01:57,STOCK_5226,-2.0,20.1
14:01:57,STOCK_5226,-1.0,20.1
14:01:57,STOCK_5226,-1.0,20.1
14:01:58,STOCK_4548,4.0,9.05
14:01:59,STOCK_5226,4.0,19.1
14:02:00,STOCK_4548,-4.0,8.55
14:02:01,STOCK_5226,1.0,18.4
14:02:01,STOCK_5226,-3.0,18.4
14:02:05,STOCK_3561,-1.0,44.4
14:02:05,STOCK_3561,2.0,44.4
14:02:05,STOCK_3561,-1.0,44.45
14:02:10,STOCK_3561,-1.0,46.65
14:02:10,STOCK_3561,1.0,46.7
14:02:10,STOCK_3561,-2.0,46.7
14:02:18,STOCK_3660,-4.0,0.7
14:02:29,STOCK_4548,-4.0,9.3
14:02:36,STOCK_4548,-3.0,9.05
14:02:36,STOCK_4548,1.0,9.05
14:02:36,STOCK_3561,-2.0,43.85
14:02:36,STOCK_3561,-2.0,43.85
14:02:37,STOCK_3561,1.0,42.7
14:02:37,STOCK_3561,2.0,42.7
14:02:37,STOCK_3561,1.0,42.65
14:02:38,STOCK_3561,-4.0,42.2
14:02:39,STOCK_4548,4.0,8.55
14:02:40,STOCK_3561,1.0,40.65
14:02:40,STOCK_3561,-2.0,40.65
14:02:40,STOCK_3561,-1.0,40.65
14:02:42,STOCK_4548,4.0,8.05
14:03:05,STOCK_3177,-1.0,365.9
14:03:05,STOCK_3177,2.0,365.95
14:03:05,STOCK_3177,-1.0,366.0
14:03:08,STOCK_3177,-1.0,367.15
14:03:08,STOCK_3177,3.0,367.5
14:03:10,STOCK_3177,3.0,367.85
14:03:10,STOCK_3177,1.0,367.85
14:03:26,STOCK_3561,-2.0,33.8
14:03:26,STOCK_3561,-2.0,33.8
14:03:28,STOCK_3561,-1.0,33.75
14:03:28,STOCK_3561,-1.0,33.85
14:03:28,STOCK_3561,-1.0,33.8
14:03:28,STOCK_3561,-1.0,33.8
14:03:30,STOCK_3561,4.0,35.1
14:03:36,STOCK_4548,-4.0,7.0
14:03:46,STOCK_4548,1.0,7.3
14:03:46,STOCK_4548,1.0,7.3
14:03:46,STOCK_4548,1.0,7.3
14:03:46,STOCK_4548,-1.0,7.3
14:03:48,STOCK_4548,4.0,7.55
14:03:57,STOCK_4548,-4.0,7.55
14:04:28,STOCK_4548,-4.0,8.05
14:05:01,STOCK_4548,4.0,7.85
14:05:28,STOCK_4548,2.0,8.55
14:05:28,STOCK_4548,2.0,8.55
14:05:30,STOCK_3439,-1.0,450.95
14:05:31,STOCK_3439,-1.0,449.4
14:05:48,STOCK_4548,2.0,8.05
14:05:48,STOCK_4548,1.0,8.05
14:05:48,STOCK_4548,1.0,8.05
14:06:21,STOCK_4548,4.0,8.55
14:06:43,STOCK_4548,-3.0,9.0
14:06:43,STOCK_4548,1.0,9.0
14:06:54,STOCK_4548,4.0,8.55
14:07:04,STOCK_4548,-4.0,8.55
14:08:22,STOCK_4548,-4.0,8.05
14:08:25,STOCK_4548,-4.0,7.55
14:08:29,STOCK_4548,-4.0,7.3
14:08:31,STOCK_4548,4.0,7.05
14:08:36,STOCK_4548,4.0,6.55
14:08:54,STOCK_3561,-3.0,34.5
14:08:54,STOCK_3561,1.0,34.5
14:08:55,STOCK_3561,3.0,34.45
14:08:55,STOCK_3561,-1.0,34.45
14:08:56,STOCK_3561,-1.0,34.2
14:08:56,STOCK_3561,3.0,34.15
14:08:59,STOCK_3561,-4.0,33.9
14:11:28,STOCK_5226,-3.0,8.05
14:11:28,STOCK_5226,1.0,8.05
14:11:28,STOCK_5226,4.0,9.05
14:11:28,STOCK_5226,4.0,8.55
14:11:47,STOCK_3870,-1.0,286.55
14:11:47,STOCK_3870,3.0,286.6
14:11:49,STOCK_3870,1.0,292.0
14:11:49,STOCK_3870,1.0,292.05
14:11:49,STOCK_3870,-1.0,292.0
14:11:49,STOCK_3870,1.0,292.0
14:11:53,STOCK_3870,1.0,302.7
14:11:53,STOCK_3870,1.0,302.65
14:11:53,STOCK_3870,1.0,302.55
14:11:53,STOCK_3870,-1.0,302.6
14:11:56,STOCK_3870,1.0,300.75
14:11:56,STOCK_3870,1.0,300.85
14:11:56,STOCK_3870,2.0,300.85
14:12:19,STOCK_4154,1.0,70.6
14:12:19,STOCK_4154,3.0,70.65
14:12:21,STOCK_4154,2.0,74.8
14:12:21,STOCK_4154,2.0,74.85
14:12:27,STOCK_4154,2.0,68.3
14:12:27,STOCK_4154,2.0,68.35
14:12:35,STOCK_4154,1.0,67.6
14:12:35,STOCK_4154,1.0,67.55
14:12:35,STOCK_4154,2.0,67.55
14:12:38,STOCK_4154,-1.0,66.55
14:12:38,STOCK_4154,1.0,66.6
14:12:38,STOCK_4154,1.0,66.6
14:12:38,STOCK_4154,1.0,66.6
14:12:43,STOCK_4154,2.0,66.0
14:12:43,STOCK_4154,1.0,66.0
14:12:43,STOCK_4154,1.0,66.0
14:12:53,STOCK_4154,-4.0,71.0
14:13:00,STOCK_4154,2.0,73.7
14:13:00,STOCK_4154,-2.0,73.7
14:13:05,STOCK_4154,4.0,79.85
14:13:09,STOCK_4154,1.0,86.15
14:13:10,STOCK_4154,3.0,86.15
14:13:24,STOCK_5628,-1.0,46.55
14:13:24,STOCK_5628,-3.0,46.65
14:13:27,STOCK_5226,4.0,7.55
14:13:30,STOCK_4154,1.0,77.1
14:13:30,STOCK_4154,1.0,77.1
14:13:30,STOCK_4154,-1.0,77.1
14:13:30,STOCK_4154,1.0,77.0
14:13:36,STOCK_5628,1.0,48.35
14:13:36,STOCK_5628,-1.0,48.35
14:13:36,STOCK_5628,-1.0,48.4
14:13:36,STOCK_5628,-1.0,48.35
14:13:40,STOCK_5628,1.0,50.7
14:13:40,STOCK_5628,2.0,50.65
14:13:40,STOCK_5628,-1.0,50.6
14:13:48,STOCK_3439,1.0,514.65
14:13:49,STOCK_3439,-1.0,512.75
14:13:52,STOCK_3439,1.0,521.75
14:13:53,STOCK_3439,-1.0,520.7
14:14:02,STOCK_5628,4.0,51.8
14:14:28,STOCK_4154,2.0,95.6
14:14:28,STOCK_4154,2.0,95.65
14:14:28,STOCK_5226,4.0,7.05
14:14:29,STOCK_4154,4.0,95.35
14:14:32,STOCK_4154,2.0,95.15
14:14:32,STOCK_4154,-1.0,95.15
14:14:32,STOCK_4154,1.0,95.15
14:14:41,STOCK_4154,1.0,88.35
14:14:41,STOCK_4154,1.0,88.35
14:14:41,STOCK_4154,-1.0,88.35
14:14:41,STOCK_4154,1.0,88.3
14:14:56,STOCK_4890,1.0,22.7
14:14:56,STOCK_4890,1.0,22.7
14:14:56,STOCK_4890,2.0,22.7
14:14:57,STOCK_4890,4.0,22.35
14:15:00,STOCK_4154,-4.0,90.35
14:15:03,STOCK_4154,-3.0,94.05
14:15:03,STOCK_4154,-1.0,94.1
14:15:03,STOCK_5226,4.0,6.55
14:15:06,STOCK_4154,-1.0,96.95
14:15:06,STOCK_4154,3.0,97.0
14:15:11,STOCK_4890,-3.0,26.5
14:15:11,STOCK_4890,1.0,26.5
14:15:15,STOCK_4890,4.0,27.8
14:15:16,STOCK_5226,-1.0,6.05
14:15:16,STOCK_5226,3.0,6.05
14:15:20,STOCK_4154,-2.0,104.9
14:15:20,STOCK_4154,2.0,104.9
14:15:38,STOCK_4154,4.0,126.25
14:15:39,STOCK_4154,4.0,121.25
14:15:53,STOCK_4890,-1.0,26.8
14:15:53,STOCK_4890,-1.0,26.8
14:15:53,STOCK_4890,1.0,26.8
14:15:53,STOCK_4890,-1.0,26.8
14:15:58,STOCK_4890,-4.0,22.2
14:16:01,STOCK_4890,-1.0,20.7
14:16:01,STOCK_4890,-2.0,20.7
14:16:01,STOCK_4890,-1.0,20.7
14:16:24,STOCK_4890,-4.0,17.05
14:16:29,STOCK_3439,-1.0,534.25
14:16:29,STOCK_3439,-1.0,534.95
14:16:31,STOCK_3439,-1.0,532.15
14:16:31,STOCK_3439,-1.0,534.5
14:16:32,STOCK_3439,-1.0,531.75
14:16:32,STOCK_3439,-1.0,530.85
14:16:49,STOCK_4154,3.0,98.85
14:16:49,STOCK_4154,-1.0,98.8
14:16:51,STOCK_4154,-4.0,102.2
14:16:54,STOCK_4154,-1.0,99.85
14:16:54,STOCK_4154,-2.0,99.8
14:16:54,STOCK_4154,1.0,99.8
14:17:00,STOCK_4890,-2.0,26.45
14:17:00,STOCK_4890,1.0,26.5
14:17:00,STOCK_4890,-1.0,26.5
14:17:03,STOCK_4890,-4.0,26.9
14:17:13,STOCK_4890,-1.0,24.55
14:17:13,STOCK_4890,-3.0,24.5
14:17:31,STOCK_4890,4.0,23.35
14:17:33,STOCK_4890,-1.0,23.3
14:17:33,STOCK_4890,-1.0,23.3
14:17:33,STOCK_4890,1.0,23.25
14:17:33,STOCK_4890,-1.0,23.25
14:17:36,STOCK_4890,-4.0,23.3
14:17:40,STOCK_4890,-4.0,23.15
14:17:45,STOCK_4890,-4.0,20.6
14:17:58,STOCK_5050,-1.0,39.15
14:17:58,STOCK_5050,1.0,39.15
14:17:58,STOCK_5050,2.0,39.15
14:18:10,STOCK_5050,-1.0,37.65
14:18:10,STOCK_5050,-3.0,37.6
14:18:12,STOCK_5050,-1.0,36.5
14:18:12,STOCK_5050,2.0,36.5
14:18:12,STOCK_5050,-1.0,36.5
14:18:22,STOCK_5050,-1.0,38.25
14:18:22,STOCK_5050,-1.0,38.2
14:18:22,STOCK_5050,1.0,38.2
14:18:22,STOCK_5050,-1.0,38.2
14:18:42,STOCK_4154,1.0,97.3
14:18:42,STOCK_4154,-1.0,97.35
14:18:42,STOCK_4154,2.0,97.4
14:18:45,STOCK_4154,-4.0,94.05
14:19:18,STOCK_3439,1.0,527.3
14:19:19,STOCK_3439,1.0,527.15
14:19:28,STOCK_5050,-4.0,42.4
14:19:31,STOCK_5050,-1.0,40.7
14:19:31,STOCK_5050,3.0,40.65
14:19:52,STOCK_5050,-4.0,38.45
14:19:54,STOCK_5050,3.0,36.15
14:19:54,STOCK_5050,-1.0,36.15
14:19:58,STOCK_5050,1.0,36.45
14:19:58,STOCK_5050,3.0,36.4
14:20:41,STOCK_3561,-2.0,22.9
14:20:41,STOCK_3561,1.0,22.95
14:20:41,STOCK_3561,1.0,22.95
14:20:43,STOCK_3561,-1.0,23.65
14:20:43,STOCK_3561,-1.0,23.65
14:20:43,STOCK_3561,-1.0,23.6
14:20:43,STOCK_3561,1.0,23.6
14:20:51,STOCK_3439,-1.0,497.6
14:20:51,STOCK_3439,1.0,498.4
14:20:53,STOCK_3439,-1.0,491.6
14:20:53,STOCK_3439,-1.0,489.9
14:20:56,STOCK_3439,1.0,499.75
14:20:56,STOCK_3439,1.0,498.7
14:20:59,STOCK_3439,-1.0,503.05
14:20:59,STOCK_3439,1.0,502.95
14:21:04,STOCK_3439,-1.0,498.6
14:21:04,STOCK_3439,-1.0,498.55
14:21:19,STOCK_5050,-2.0,27.95
14:21:19,STOCK_5050,2.0,27.95
14:21:22,STOCK_5050,4.0,27.55
14:21:25,STOCK_5050,4.0,27.25
14:21:28,STOCK_5050,-4.0,26.9
14:21:39,STOCK_5050,-4.0,22.4
14:21:40,STOCK_5050,4.0,21.05
14:21:47,STOCK_3177,-2.0,369.7
14:21:50,STOCK_3177,1.0,363.65
14:21:50,STOCK_3177,-1.0,363.6
14:21:52,STOCK_3177,1.0,364.45
14:21:52,STOCK_3177,-1.0,364.35
14:22:02,STOCK_3177,1.0,359.25
14:22:02,STOCK_3177,1.0,360.95
14:22:05,STOCK_3177,-1.0,351.45
14:22:05,STOCK_3177,1.0,351.3
14:22:07,STOCK_3177,-1.0,357.6
14:22:07,STOCK_3177,-1.0,357.55
14:22:09,STOCK_3177,-1.0,350.85
14:22:09,STOCK_3177,-1.0,350.85
14:22:13,STOCK_3870,-2.0,261.0
14:22:20,STOCK_3870,2.0,250.45
14:22:22,STOCK_3870,2.0,245.1
14:22:25,STOCK_3870,-1.0,247.25
14:22:25,STOCK_3870,-1.0,247.2
14:22:29,STOCK_3870,-2.0,251.5
14:23:03,STOCK_3870,-1.0,253.55
14:23:03,STOCK_3870,-1.0,253.8
14:23:06,STOCK_3870,-1.0,249.85
14:23:06,STOCK_3870,1.0,249.0
14:23:21,STOCK_6061,8.0,0.3
14:23:23,STOCK_6061,8.0,0.3
14:23:26,STOCK_6061,8.0,0.3
14:23:38,STOCK_6061,-8.0,0.35
14:23:50,STOCK_4890,8.0,5.9
14:23:55,STOCK_4890,-1.0,5.95
14:23:55,STOCK_4890,1.0,5.95
14:23:55,STOCK_4890,2.0,5.95
14:23:55,STOCK_4890,2.0,5.95
14:23:55,STOCK_4890,1.0,5.95
14:23:55,STOCK_4890,1.0,5.95
14:23:59,STOCK_4890,8.0,6.05
14:24:23,STOCK_4154,-4.0,26.05
14:24:26,STOCK_4154,-4.0,25.05
14:24:26,STOCK_5050,2.0,10.05
14:24:26,STOCK_5050,2.0,10.05
14:24:27,STOCK_5050,2.0,9.55
14:24:27,STOCK_5050,2.0,9.55
14:24:28,STOCK_4154,2.0,23.05
14:24:28,STOCK_4154,-2.0,23.05
14:24:34,STOCK_3870,-1.0,229.05
14:24:35,STOCK_3870,-1.0,230.0
14:24:47,STOCK_5628,1.0,97.8
14:24:48,STOCK_5628,1.0,100.95
14:24:48,STOCK_5628,-1.0,99.05
14:24:49,STOCK_5628,-1.0,101.85
14:24:50,STOCK_5628,-1.0,102.55
14:24:51,STOCK_5628,1.0,98.8
14:24:55,STOCK_5628,1.0,99.75
14:24:55,STOCK_5628,1.0,101.0
14:25:03,STOCK_4154,-3.0,24.85
14:25:03,STOCK_4154,-1.0,24.9
14:25:12,STOCK_4890,-2.0,5.75
14:25:12,STOCK_4890,2.0,5.75
14:25:24,STOCK_4890,1.0,6.05
14:25:24,STOCK_4890,-1.0,6.05
14:25:24,STOCK_4890,1.0,6.05
14:25:24,STOCK_4890,-1.0,6.1
14:25:24,STOCK_4890,1.0,6.1
14:25:24,STOCK_4890,1.0,6.1
14:25:24,STOCK_4890,1.0,6.15
14:25:25,STOCK_4890,1.0,6.05
14:25:31,STOCK_4890,4.0,6.05
14:26:01,STOCK_4890,1.0,6.55
14:26:01,STOCK_4890,-3.0,6.55
14:26:06,STOCK_4890,1.0,6.6
14:26:06,STOCK_4890,3.0,6.6
14:26:35,STOCK_3561,3.0,26.4
14:26:35,STOCK_3561,1.0,26.4
14:26:37,STOCK_3561,-3.0,27.3
14:26:37,STOCK_3561,-1.0,27.3
14:26:40,STOCK_3561,-4.0,27.25
14:26:43,STOCK_3561,-1.0,27.8
14:26:43,STOCK_3561,-1.0,27.8
14:26:43,STOCK_3561,1.0,27.8
14:26:43,STOCK_3561,1.0,27.85
14:26:45,STOCK_3561,-1.0,28.2
14:26:45,STOCK_3561,-2.0,28.2
14:26:45,STOCK_3561,-1.0,28.2
14:27:02,STOCK_4890,4.0,6.55
14:27:12,STOCK_4890,4.0,6.05
14:27:14,STOCK_4890,2.0,5.75
14:27:14,STOCK_4890,2.0,5.75
14:27:16,STOCK_4890,1.0,5.55
14:27:16,STOCK_4890,1.0,5.55
14:27:16,STOCK_4890,1.0,5.55
14:27:16,STOCK_4890,1.0,5.55
14:27:40,STOCK_5050,-4.0,8.05
14:28:02,STOCK_5628,1.0,83.3
14:28:02,STOCK_5628,1.0,83.35
14:28:02,STOCK_5628,2.0,83.35
14:28:06,STOCK_3561,-3.0,34.55
14:28:06,STOCK_3561,-1.0,34.5
14:28:09,STOCK_3561,-4.0,36.2
14:28:12,STOCK_3561,-1.0,36.75
14:28:12,STOCK_3561,-3.0,36.75
14:28:15,STOCK_3561,-3.0,35.5
14:28:15,STOCK_3561,1.0,35.55
14:28:21,STOCK_5628,4.0,87.0
14:28:27,STOCK_4154,4.0,27.75
14:28:34,STOCK_4154,-1.0,28.35
14:28:34,STOCK_4154,-3.0,28.35
14:28:36,STOCK_4154,1.0,27.05
14:28:36,STOCK_4154,3.0,27.05
14:28:39,STOCK_4154,-2.0,27.9
14:28:39,STOCK_4154,-2.0,27.9
14:28:45,STOCK_3870,1.0,250.85
14:28:46,STOCK_3870,1.0,252.45
14:28:52,STOCK_4154,1.0,29.05
14:28:52,STOCK_4154,-1.0,29.05
14:28:52,STOCK_4154,-1.0,29.1
14:28:52,STOCK_4154,1.0,29.05
14:28:54,STOCK_4154,1.0,29.65
14:28:54,STOCK_4154,-2.0,29.65
14:28:54,STOCK_4154,-1.0,29.65
14:28:58,STOCK_3870,1.0,261.0
14:28:58,STOCK_3870,1.0,258.65
14:29:01,STOCK_3870,-1.0,261.75
14:29:02,STOCK_3870,1.0,261.4
14:29:03,STOCK_3870,-1.0,255.55
14:29:04,STOCK_3870,-1.0,258.0
14:29:08,STOCK_4154,-1.0,30.3
14:29:08,STOCK_4154,-1.0,30.25
14:29:08,STOCK_4154,-2.0,30.25
14:29:49,STOCK_3870,1.0,222.0
14:29:49,STOCK_5050,4.0,7.55
14:29:49,STOCK_3870,-1.0,220.25
14:29:50,STOCK_5050,4.0,7.05
14:29:51,STOCK_3870,-1.0,213.95
14:29:51,STOCK_3870,1.0,211.65
14:29:52,STOCK_5050,4.0,6.55
14:29:53,STOCK_3870,1.0,211.0
14:29:53,STOCK_3870,1.0,207.25
14:29:55,STOCK_3870,1.0,213.9
14:29:55,STOCK_3870,-1.0,214.9
14:30:02,STOCK_4949,2.0,59.95
14:30:02,STOCK_4949,-2.0,59.95
14:30:04,STOCK_4949,2.0,58.2
14:30:04,STOCK_4949,-1.0,58.2
14:30:04,STOCK_4949,-1.0,58.25
14:30:09,STOCK_4949,4.0,54.95
14:30:13,STOCK_4949,-1.0,50.3
14:30:13,STOCK_4949,1.0,50.25
14:30:13,STOCK_4949,-1.0,50.25
14:30:13,STOCK_4949,-1.0,50.3
14:30:35,STOCK_5050,2.0,6.05
14:30:35,STOCK_5050,2.0,6.05
14:30:39,STOCK_4949,2.0,44.6
14:30:39,STOCK_4949,-2.0,44.6
14:30:41,STOCK_4949,-2.0,44.25
14:30:41,STOCK_4949,1.0,44.25
14:30:41,STOCK_4949,-1.0,44.25
14:30:43,STOCK_4949,-4.0,44.45
14:30:45,STOCK_4949,1.0,43.05
14:30:45,STOCK_4949,-1.0,43.05
14:30:45,STOCK_4949,-1.0,43.05
14:30:45,STOCK_4949,1.0,43.05
14:30:48,STOCK_5050,-4.0,5.55
14:30:48,STOCK_4949,1.0,42.4
14:30:48,STOCK_4949,-3.0,42.45
14:30:50,STOCK_4949,-3.0,40.35
14:30:50,STOCK_4949,-1.0,40.35
14:30:52,STOCK_4949,4.0,37.9
14:30:55,STOCK_4949,-4.0,39.45
14:30:56,STOCK_5050,4.0,5.05
14:30:59,STOCK_4949,-4.0,36.95
14:31:02,STOCK_4949,-1.0,33.3
14:31:02,STOCK_4949,2.0,33.3
14:31:02,STOCK_4949,-1.0,33.25
14:31:20,STOCK_5628,2.0,131.65
14:31:20,STOCK_5628,1.0,131.7
14:31:20,STOCK_5628,-1.0,131.7
14:31:44,STOCK_5628,3.0,142.55
14:31:44,STOCK_5628,1.0,142.55
14:31:45,STOCK_5628,1.0,139.15
14:31:45,STOCK_5628,3.0,139.2
14:31:49,STOCK_5628,3.0,139.1
14:31:49,STOCK_5628,-1.0,139.15
14:32:08,STOCK_5050,4.0,5.4
14:32:12,STOCK_5050,1.0,5.3
14:32:12,STOCK_5050,-1.0,5.3
14:32:12,STOCK_5050,1.0,5.3
14:32:12,STOCK_5050,1.0,5.3
14:32:24,STOCK_5050,-4.0,5.05
14:32:25,STOCK_5050,1.0,5.2
14:32:25,STOCK_5050,-1.0,5.2
14:32:25,STOCK_5050,2.0,5.25
14:32:26,STOCK_5050,4.0,5.05
14:32:31,STOCK_5050,-1.0,5.05
14:32:31,STOCK_5050,-3.0,5.05
14:32:40,STOCK_5050,4.0,4.8
14:32:43,STOCK_3561,1.0,68.15
14:32:43,STOCK_3561,-2.0,68.25
14:32:43,STOCK_3561,1.0,68.3
14:32:46,STOCK_3561,-2.0,67.7
14:32:46,STOCK_3561,2.0,67.75
14:32:51,STOCK_5226,4.0,26.65
14:32:56,STOCK_5226,-2.0,25.55
14:32:56,STOCK_5226,-2.0,25.5
14:33:07,STOCK_5226,2.0,24.9
14:33:07,STOCK_5226,-2.0,24.95
14:33:12,STOCK_3561,-1.0,68.05
14:33:12,STOCK_3561,3.0,68.05
14:33:15,STOCK_3561,-2.0,72.5
14:33:15,STOCK_3561,1.0,72.3
14:33:15,STOCK_3561,-1.0,72.3
14:33:17,STOCK_3561,4.0,68.75
14:33:20,STOCK_3561,1.0,73.05
14:33:20,STOCK_3561,-2.0,73.1
14:33:20,STOCK_3561,1.0,73.1
14:33:23,STOCK_3561,-4.0,74.2
14:35:41,STOCK_5628,-3.0,129.1
14:35:41,STOCK_5628,-1.0,129.1
14:35:42,STOCK_5628,2.0,129.25
14:35:42,STOCK_5628,-1.0,129.3
14:35:42,STOCK_5628,-1.0,129.3
14:35:43,STOCK_5628,1.0,126.65
14:35:43,STOCK_5628,-1.0,126.65
14:35:43,STOCK_5628,-1.0,126.6
14:35:43,STOCK_5628,-1.0,126.6
14:35:44,STOCK_5628,-1.0,122.85
14:35:44,STOCK_5628,-1.0,122.8
14:35:44,STOCK_5628,2.0,122.75
14:35:53,STOCK_5226,1.0,19.95
14:35:53,STOCK_5226,-1.0,19.95
14:35:53,STOCK_5226,-2.0,19.9
